original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,source_name
road-transportation,1/1/2021,12/31/2021,co2,30413.47967,0.000171761,T of CO2 per VKT,249.4261695,km,177000000,vehicle km traveled (VKT),Sangla Hill Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,3.72631522,2.10E-08,T of CH4 per VKT,249.4261695,km,177000000,vehicle km traveled (VKT),Sangla Hill Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,1.084417314,5.77E-09,T of N2O per VKT,260.1235596,km,188000000,vehicle km traveled (VKT),Sangla Hill Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,32254.72126,0.000171761,T of CO2 per VKT,260.1235596,km,188000000,vehicle km traveled (VKT),Sangla Hill Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.951907512,2.10E-08,T of CH4 per VKT,260.1235596,km,188000000,vehicle km traveled (VKT),Sangla Hill Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.997452048,5.77E-09,T of N2O per VKT,179.4351394,km,173000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,29668.0414,0.000171761,T of CO2 per VKT,179.4351394,km,173000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,3.634982758,2.10E-08,T of CH4 per VKT,179.4351394,km,173000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,1.082284651,5.77E-09,T of N2O per VKT,186.6447865,km,187000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,32191.28771,0.000171761,T of CO2 per VKT,186.6447865,km,187000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.944135516,2.10E-08,T of CH4 per VKT,186.6447865,km,187000000,vehicle km traveled (VKT),Depalpur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,1.12503816,5.77E-09,T of N2O per VKT,206.7922698,km,195000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,co2,33462.94068,0.000171761,T of CO2 per VKT,206.7922698,km,195000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,ch4,4.099940767,2.10E-08,T of CH4 per VKT,206.7922698,km,195000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,n2o,1.080656473,5.77E-09,T of N2O per VKT,209.6458901,km,187000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,co2,32142.85945,0.000171761,T of CO2 per VKT,209.6458901,km,187000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,ch4,3.938201998,2.10E-08,T of CH4 per VKT,209.6458901,km,187000000,vehicle km traveled (VKT),Bindi Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,n2o,0.17446241,5.77E-09,T of N2O per VKT,47.79487587,km,30200000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,co2,5189.179779,0.000171761,T of CO2 per VKT,47.79487587,km,30200000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,ch4,0.635787809,2.10E-08,T of CH4 per VKT,47.79487587,km,30200000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,n2o,1.041532172,5.77E-09,T of N2O per VKT,232.0616961,km,180000000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,co2,30979.15302,0.000171761,T of CO2 per VKT,232.0616961,km,180000000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,ch4,3.795622555,2.10E-08,T of CH4 per VKT,232.0616961,km,180000000,vehicle km traveled (VKT),Dera Murad Jamali Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.754795002,5.77E-09,T of N2O per VKT,234.4971141,km,131000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,co2,22450.49216,0.000171761,T of CO2 per VKT,234.4971141,km,131000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,ch4,2.750675409,2.10E-08,T of CH4 per VKT,234.4971141,km,131000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,n2o,0.946843572,5.77E-09,T of N2O per VKT,249.7630042,km,164000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,co2,28162.75164,0.000171761,T of CO2 per VKT,249.7630042,km,164000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,ch4,3.4505519,2.10E-08,T of CH4 per VKT,249.7630042,km,164000000,vehicle km traveled (VKT),Hasilpur Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,n2o,0.857749168,5.77E-09,T of N2O per VKT,153.6549886,km,149000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,25512.74309,0.000171761,T of CO2 per VKT,153.6549886,km,149000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,3.125868,2.10E-08,T of CH4 per VKT,153.6549886,km,149000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.933518274,5.77E-09,T of N2O per VKT,161.0290879,km,162000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,27766.40629,0.000171761,T of CO2 per VKT,161.0290879,km,162000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.401990942,2.10E-08,T of CH4 per VKT,161.0290879,km,162000000,vehicle km traveled (VKT),Renala Khurd Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.751801814,5.77E-09,T of N2O per VKT,156.706335,km,130000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,22361.46328,0.000171761,T of CO2 per VKT,156.706335,km,130000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,2.739767428,2.10E-08,T of CH4 per VKT,156.706335,km,130000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.921117418,5.77E-09,T of N2O per VKT,174.5346275,km,160000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,27397.55737,0.000171761,T of CO2 per VKT,174.5346275,km,160000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,3.356798898,2.10E-08,T of CH4 per VKT,174.5346275,km,160000000,vehicle km traveled (VKT),Jahanian Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.923442262,5.77E-09,T of N2O per VKT,220.8965793,km,160000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,co2,27466.70714,0.000171761,T of CO2 per VKT,220.8965793,km,160000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,ch4,3.365271253,2.10E-08,T of CH4 per VKT,220.8965793,km,160000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,n2o,0.915218398,5.77E-09,T of N2O per VKT,221.3327638,km,158000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,co2,27222.09794,0.000171761,T of CO2 per VKT,221.3327638,km,158000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,ch4,3.335301287,2.10E-08,T of CH4 per VKT,221.3327638,km,158000000,vehicle km traveled (VKT),Muzaffarabad Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,n2o,0.807309461,5.77E-09,T of N2O per VKT,157.9757647,km,140000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,co2,24012.47316,0.000171761,T of CO2 per VKT,157.9757647,km,140000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,2.942052181,2.10E-08,T of CH4 per VKT,157.9757647,km,140000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.879882287,5.77E-09,T of N2O per VKT,172.4078904,km,152000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,26171.06674,0.000171761,T of CO2 per VKT,172.4078904,km,152000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,3.206527019,2.10E-08,T of CH4 per VKT,172.4078904,km,152000000,vehicle km traveled (VKT),Thatta Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.769199139,5.77E-09,T of N2O per VKT,121.2932847,km,133000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,22878.92632,0.000171761,T of CO2 per VKT,121.2932847,km,133000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,2.803167947,2.10E-08,T of CH4 per VKT,121.2932847,km,133000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.873904191,5.77E-09,T of N2O per VKT,133.139046,km,151000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,25993.25529,0.000171761,T of CO2 per VKT,133.139046,km,151000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.184741235,2.10E-08,T of CH4 per VKT,133.139046,km,151000000,vehicle km traveled (VKT),Farooqabad Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.862649329,5.77E-09,T of N2O per VKT,238.0914303,km,149000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,25658.49264,0.000171761,T of CO2 per VKT,238.0914303,km,149000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,3.143725502,2.10E-08,T of CH4 per VKT,238.0914303,km,149000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.870245584,5.77E-09,T of N2O per VKT,240.9291587,km,151000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,25884.43432,0.000171761,T of CO2 per VKT,240.9291587,km,151000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,3.17140829,2.10E-08,T of CH4 per VKT,240.9291587,km,151000000,vehicle km traveled (VKT),Pindi Gheb Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.796512895,5.77E-09,T of N2O per VKT,190.4886074,km,138000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,23691.34196,0.000171761,T of CO2 per VKT,190.4886074,km,138000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,2.902706599,2.10E-08,T of CH4 per VKT,190.4886074,km,138000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.865622654,5.77E-09,T of N2O per VKT,198.0729342,km,150000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,25746.93068,0.000171761,T of CO2 per VKT,198.0729342,km,150000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.154561093,2.10E-08,T of CH4 per VKT,198.0729342,km,150000000,vehicle km traveled (VKT),Chunian Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.728256076,5.77E-09,T of N2O per VKT,177.4387251,km,126000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,co2,21661.12293,0.000171761,T of CO2 per VKT,177.4387251,km,126000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,ch4,2.653960446,2.10E-08,T of CH4 per VKT,177.4387251,km,126000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.856885939,5.77E-09,T of N2O per VKT,182.6816763,km,148000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,co2,25487.06734,0.000171761,T of CO2 per VKT,182.6816763,km,148000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,ch4,3.122722161,2.10E-08,T of CH4 per VKT,182.6816763,km,148000000,vehicle km traveled (VKT),Skardu Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.782680502,5.77E-09,T of N2O per VKT,123.2431321,km,136000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,23279.91367,0.000171761,T of CO2 per VKT,123.2431321,km,136000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,2.852297651,2.10E-08,T of CH4 per VKT,123.2431321,km,136000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.841167629,5.77E-09,T of N2O per VKT,137.860471,km,146000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,25019.54464,0.000171761,T of CO2 per VKT,137.860471,km,146000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,3.065440424,2.10E-08,T of CH4 per VKT,137.860471,km,146000000,vehicle km traveled (VKT),Sarai Alamgir Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.78175892,5.77E-09,T of N2O per VKT,174.9332883,km,135000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,co2,23252.50226,0.000171761,T of CO2 per VKT,174.9332883,km,135000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,ch4,2.848939156,2.10E-08,T of CH4 per VKT,174.9332883,km,135000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,n2o,0.840314189,5.77E-09,T of N2O per VKT,183.9043028,km,146000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,co2,24994.16008,0.000171761,T of CO2 per VKT,183.9043028,km,146000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,ch4,3.062330261,2.10E-08,T of CH4 per VKT,183.9043028,km,146000000,vehicle km traveled (VKT),Khuzdar Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,n2o,0.775656666,5.77E-09,T of N2O per VKT,169.1451078,km,134000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,23070.99788,0.000171761,T of CO2 per VKT,169.1451078,km,134000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,2.826700906,2.10E-08,T of CH4 per VKT,169.1451078,km,134000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.837089165,5.77E-09,T of N2O per VKT,172.0038005,km,145000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,24898.23553,0.000171761,T of CO2 per VKT,172.0038005,km,145000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,3.050577409,2.10E-08,T of CH4 per VKT,172.0038005,km,145000000,vehicle km traveled (VKT),Nankana Sahib Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.798086983,5.77E-09,T of N2O per VKT,189.8155985,km,138000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,23738.16137,0.000171761,T of CO2 per VKT,189.8155985,km,138000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,2.908442998,2.10E-08,T of CH4 per VKT,189.8155985,km,138000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.832595109,5.77E-09,T of N2O per VKT,193.0225639,km,144000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,24764.56509,0.000171761,T of CO2 per VKT,193.0225639,km,144000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,3.034199862,2.10E-08,T of CH4 per VKT,193.0225639,km,144000000,vehicle km traveled (VKT),Pasrur Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.757713167,5.77E-09,T of N2O per VKT,156.6653804,km,131000000,vehicle km traveled (VKT),Raiwind Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,22537.28956,0.000171761,T of CO2 per VKT,156.6653804,km,131000000,vehicle km traveled (VKT),Raiwind Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,2.761309985,2.10E-08,T of CH4 per VKT,156.6653804,km,131000000,vehicle km traveled (VKT),Raiwind Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.813496521,5.77E-09,T of N2O per VKT,160.4764833,km,141000000,vehicle km traveled (VKT),Raiwind Urban Area in Lahore Division
